filename	row_count	status	note
suriname_guyana_general.csv	7	SPARSE (<15)	Suriname/Guyana general seismicity window (very low-rate, edge case)
nicaragua_general.csv	945	OK	Nicaragua general seismicity window
cuba_general.csv	75	OK	Cuba general seismicity window
trinidadtobago_general.csv	103	OK	Trinidad and Tobago general seismicity window
honduras_general.csv	521	OK	Honduras general seismicity window
mexico_oaxaca_general.csv	2322	OK	Oaxaca (Mexico, different region than existing Chiapas-2017 catalog) general window
iceland_general.csv	631	OK	Iceland general seismicity window (volcanic/rift regime, diversity contrast)
iceland_reykjanes_2021.csv	43	OK	Reykjanes eruption-associated seismic swarm, 2021
norway_general.csv	26	OK	Norway general seismicity window (postglacial-rebound regime)
switzerland_general.csv	625	OK	Switzerland general seismicity window (very low-rate, edge case)
romania_vrancea_general.csv	215	OK	Vrancea intermediate-depth seismic zone general window
bulgaria_general.csv	129	OK	Bulgaria general seismicity window
turkey_izmit_1999.csv	128	OK	Izmit mainshock + aftershock sequence, 1999
turkey_van_2011.csv	162	OK	Van mainshock + aftershock sequence, 2011
france_general.csv	584	OK	France general seismicity window (Alps/Pyrenees, low-moderate rate)
germany_general.csv	1634	OK	Germany general seismicity window (very low-rate, edge case)
iran_bam_2003.csv	17	OK	Bam mainshock + aftershock sequence, 2003
iran_ahar_varzaghan_2012.csv	45	OK	Ahar-Varzaghan mainshock + aftershock sequence, 2012
yemen_general.csv	396	OK	Yemen general seismicity window
oman_general.csv	14	SPARSE (<15)	Oman general seismicity window
jordan_general.csv	42	OK	Jordan general seismicity window
israel_deadsea_general.csv	45	OK	Dead Sea transform general seismicity window
syria_general.csv	83	OK	Syria general seismicity window
egypt_general.csv	54	OK	Egypt general seismicity window
ethiopia_general.csv	588	OK	Ethiopia general seismicity window
kenya_general.csv	138	OK	Kenya general seismicity window
algeria_boumerdes_2003.csv	227	OK	Boumerdes mainshock + aftershock sequence, 2003
morocco_alhoceima_2004.csv	594	OK	Al Hoceima mainshock + aftershock sequence, 2004 (different sequence than existing 2023 catalog)
southafrica_general.csv	249	OK	South Africa general seismicity window (natural + mining-induced)
malawi_general.csv	70	OK	Malawi general seismicity window
ghana_accra_general.csv	1	SPARSE (<15)	Ghana general seismicity window (very low-rate, West Africa edge case)
madagascar_general.csv	262	OK	Madagascar general seismicity window
russia_kurilislands_general.csv	1168	OK	Kuril Islands general seismicity window
kazakhstan_general.csv	1024	OK	Kazakhstan general seismicity window
turkmenistan_general.csv	319	OK	Turkmenistan general seismicity window
russia_caucasus_general.csv	189	OK	Russian Caucasus (Dagestan/Chechnya) general seismicity window
azerbaijan_general.csv	310	OK	Azerbaijan general seismicity window
usa_yellowstone_general.csv	500	OK	Yellowstone caldera general seismicity window (volcanic/geothermal swarm regime)
usa_newmadrid_general.csv	344	OK	New Madrid seismic zone general window (intraplate, central US)
usa_oklahoma_induced_general.csv	2563	OK	Oklahoma general seismicity window (largely wastewater-injection-induced, useful anthropogenic-origin contrast)
usa_puertorico_general.csv	709	OK	Puerto Rico (broader than existing 2020-Ponce catalog) general window
canada_quebec_general.csv	222	OK	Quebec general seismicity window (intraplate, low-moderate rate)
mexico_baja_general.csv	464	OK	Baja California general seismicity window
greenland_general.csv	394	OK	Greenland general seismicity window (arctic, very low-rate edge case)
newzealand_kaikoura_2016.csv	318	OK	Kaikoura mainshock + aftershock sequence, 2016 (different window than existing 'nz' catalog)
papuanewguinea_general.csv	4590	OK	Papua New Guinea (broader than existing highlands-2018 catalog) general window
newcaledonia_general.csv	971	OK	New Caledonia general seismicity window
tuvalu_kiribati_general.csv	1	SPARSE (<15)	Tuvalu/Kiribati general seismicity window (very low-rate, edge case)
marianaislands_general.csv	1830	OK	Mariana Islands general seismicity window
guam_general.csv	1536	OK	Guam general seismicity window
indonesia_sumatra_general.csv	4599	OK	Sumatra subduction zone general window (different region than existing Palu-2018 catalog)
indonesia_java_general.csv	661	OK	Java general seismicity window
southkorea_gyeongju_2016.csv	4	SPARSE (<15)	Gyeongju mainshock + aftershock sequence, 2016
northkorea_general.csv	19	OK	North Korea general seismicity window (includes natural + declared nuclear-test-associated events -- useful for the anthropogenic-misattribution future-work theme)
china_yunnan_general_early.csv	88	OK	Yunnan general seismicity window -- earlier (pre-2010), non-overlapping window for independent corpus growth (same region, different real sample)
china_xinjiang_general_early.csv	398	OK	Xinjiang/Tian Shan general seismicity window -- earlier (pre-2010), non-overlapping window for independent corpus growth (same region, different real sample)
india_assam_general_early.csv	113	OK	Northeast India / Assam general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
colombia_andes_general_early.csv	476	OK	Colombian Andes general seismicity window -- earlier (pre-2010), non-overlapping window for independent corpus growth (same region, different real sample)
argentina_sanjuan_general_early.csv	599	OK	San Juan / Mendoza general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
bolivia_deep_general_early.csv	324	OK	Bolivia deep-focus general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
guatemala_general_early.csv	1143	OK	Guatemala general seismicity window -- earlier (pre-2010), non-overlapping window for independent corpus growth (same region, different real sample)
costarica_general_early.csv	569	OK	Costa Rica general seismicity window -- earlier (pre-2010), non-overlapping window for independent corpus growth (same region, different real sample)
panama_general_early.csv	350	OK	Panama general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
dominicanrepublic_general_early.csv	129	OK	Dominican Republic general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
jamaica_general_early.csv	8	SPARSE (<15)	Jamaica general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
portugal_azores_general_early.csv	58	OK	Azores general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
tanzania_rift_general_early.csv	80	OK	Tanzania / western rift general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
drc_rift_general_early.csv	60	OK	DR Congo / Lake Kivu rift general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
mozambique_general_early.csv	10	SPARSE (<15)	Mozambique general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
saudiarabia_harrat_general_early.csv	3	SPARSE (<15)	Harrat Lunayyir / western Saudi Arabia general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
lebanon_general_early.csv	8	SPARSE (<15)	Lebanon general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
russia_sakhalin_general_early.csv	212	OK	Sakhalin general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
russia_baikal_general_early.csv	97	OK	Lake Baikal rift general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
usa_cascadia_general_early.csv	1355	OK	Cascadia general seismicity window (deliberately lower/quieter than corpus norm) -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
canada_britishcolumbia_general_early.csv	398	OK	British Columbia general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
australia_general_early.csv	353	OK	Australia continent-wide general seismicity window (deliberately low-rate) -- earlier (pre-2000), non-overlapping window for independent corpus growth (same region, different real sample)
vanuatu_general_early.csv	1789	OK	Vanuatu general seismicity window -- earlier (pre-2010), non-overlapping window for independent corpus growth (same region, different real sample)
solomonislands_general_early.csv	1376	OK	Solomon Islands general seismicity window -- earlier (pre-2010), non-overlapping window for independent corpus growth (same region, different real sample)
fiji_general_early.csv	139	OK	Fiji general seismicity window -- earlier (pre-2010), non-overlapping window for independent corpus growth (same region, different real sample)
samoa_general_early.csv	27	OK	Samoa general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
centralasia_kyrgyzstan_tajikistan_early.csv	1090	OK	Kyrgyzstan/Tajikistan general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
uzbekistan_general_early.csv	81	OK	Uzbekistan general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
mongolia_gobialtai_general_early.csv	19	OK	Gobi-Altai / Mongolia general seismicity window -- earlier (pre-2000), non-overlapping window for independent corpus growth (same region, different real sample)
china_gansu_general_early.csv	28	OK	Gansu general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
india_uttarakhand_general_early.csv	73	OK	Uttarakhand general seismicity window -- earlier (pre-2000), non-overlapping window for independent corpus growth (same region, different real sample)
india_andaman_general_early.csv	521	OK	Andaman-Nicobar subduction zone general window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
bangladesh_general_early.csv	60	OK	Bangladesh general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
ecuador_general_early.csv	367	OK	Ecuador (broader than existing Muisne-Pedernales-2016 catalog) general window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
brazil_general_early.csv	2	SPARSE (<15)	Brazil general seismicity window (deliberately low/moderate-rate, intraplate) -- earlier (pre-2000), non-overlapping window for independent corpus growth (same region, different real sample)
nicaragua_general_early.csv	617	OK	Nicaragua general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
cuba_general_early.csv	20	OK	Cuba general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
iceland_general_early.csv	63	OK	Iceland general seismicity window (volcanic/rift regime, diversity contrast) -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
switzerland_general_early.csv	570	OK	Switzerland general seismicity window (very low-rate, edge case) -- earlier (pre-2000), non-overlapping window for independent corpus growth (same region, different real sample)
yemen_general_early.csv	122	OK	Yemen general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
oman_general_early.csv	8	SPARSE (<15)	Oman general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
ethiopia_general_early.csv	88	OK	Ethiopia general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
kenya_general_early.csv	7	SPARSE (<15)	Kenya general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
kazakhstan_general_early.csv	526	OK	Kazakhstan general seismicity window -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
usa_yellowstone_general_early.csv	180	OK	Yellowstone caldera general seismicity window (volcanic/geothermal swarm regime) -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
indonesia_sumatra_general_early.csv	1184	OK	Sumatra subduction zone general window (different region than existing Palu-2018 catalog) -- earlier (pre-2005), non-overlapping window for independent corpus growth (same region, different real sample)
